timestamp,inside_temp,outside_temp,cooling_level,mode
2026-08-28 17:20:49.539223,5.96,,0,ML_CONTROL
2026-08-28 17:20:54.541038,4.31,,0,ML_CONTROL
2026-08-28 17:20:59.544744,4.56,,0,ML_CONTROL
2026-08-28 17:21:04.544329,5.38,,0,ML_CONTROL
2026-08-28 17:21:09.548331,5.71,,0,ML_CONTROL
2026-08-28 17:21:14.550294,4.78,,0,ML_CONTROL
2026-08-28 17:21:19.551205,4.48,,0,ML_CONTROL
2026-08-28 17:21:24.555262,4.11,,0,ML_CONTROL
2026-08-28 17:21:29.557325,5.41,,0,ML_CONTROL
2026-08-28 17:21:34.558004,4.34,,0,ML_CONTROL
2026-08-28 17:21:39.561221,5.49,,0,ML_CONTROL
2026-08-28 17:21:44.561127,4.4,,0,ML_CONTROL
2026-08-28 17:21:49.565124,4.95,,0,ML_CONTROL
2026-08-28 17:21:54.568289,4.01,,0,ML_CONTROL
2026-08-28 17:21:59.568166,4.28,,0,ML_CONTROL
2026-08-28 17:22:04.577009,5.16,,0,ML_CONTROL
2026-08-28 17:22:09.572137,5.46,,0,ML_CONTROL
2026-08-28 17:22:14.572252,5.31,,0,ML_CONTROL
2026-08-28 17:22:19.576127,4.65,,0,ML_CONTROL
2026-08-28 17:22:24.577136,4.77,,0,ML_CONTROL
2026-08-28 17:22:29.580108,5.35,,0,ML_CONTROL
2026-08-28 17:22:34.583109,4.11,,0,ML_CONTROL
2026-08-28 17:22:39.584025,4.15,,0,ML_CONTROL
2026-08-28 17:22:44.588790,5.15,,0,ML_CONTROL
2026-08-28 17:22:49.590112,5.91,,0,ML_CONTROL
2026-08-28 17:22:54.592417,4.35,,0,ML_CONTROL
2026-08-28 17:22:59.595328,5.26,,0,ML_CONTROL
2026-08-28 17:23:04.623081,4.77,,0,ML_CONTROL
2026-08-28 17:23:09.599113,4.8,,0,ML_CONTROL
2026-08-28 17:23:14.602651,4.88,,0,ML_CONTROL
2026-08-28 17:23:19.602594,4.36,,0,ML_CONTROL
2026-08-28 17:23:24.606142,4.63,,0,ML_CONTROL
2026-08-28 17:23:29.606079,5.05,,0,ML_CONTROL
2026-08-28 17:23:34.611037,4.5,,0,ML_CONTROL
2026-08-28 17:23:39.612153,4.79,,0,ML_CONTROL
2026-08-28 17:23:44.613153,4.86,,0,ML_CONTROL
2026-08-28 17:23:49.613230,5.72,,0,ML_CONTROL
2026-08-28 17:23:54.616060,5.6,,0,ML_CONTROL
2026-08-28 17:23:59.619276,4.58,,0,ML_CONTROL
2026-08-28 17:24:04.623297,5.94,,0,ML_CONTROL
2026-08-28 17:24:09.622031,4.75,,0,ML_CONTROL
2026-08-28 17:24:14.627193,4.66,,0,ML_CONTROL
2026-08-28 17:24:19.627215,5.93,,0,ML_CONTROL
2026-08-28 17:24:24.627358,5.23,,0,ML_CONTROL
2026-08-28 17:24:29.631859,4.19,,0,ML_CONTROL
2026-08-28 17:24:34.631045,5.75,,0,ML_CONTROL
2026-08-28 17:24:39.635219,4.73,,0,ML_CONTROL
2026-08-28 17:24:44.636113,5.7,,0,ML_CONTROL
2026-08-28 17:24:49.636162,5.86,,0,ML_CONTROL
2026-08-28 17:24:54.644605,5.98,,0,ML_CONTROL
2026-08-28 17:24:59.644170,4.49,,0,ML_CONTROL
2026-08-28 17:25:04.648063,4.71,,0,ML_CONTROL
2026-08-28 17:25:09.652126,5.98,,0,ML_CONTROL
2026-08-28 17:25:14.652079,5.18,,0,ML_CONTROL
2026-08-28 17:25:19.652228,5.85,,0,ML_CONTROL
2026-08-28 17:25:24.657081,4.1,,0,ML_CONTROL
2026-08-28 17:25:29.656822,5.33,,0,ML_CONTROL
2026-08-28 17:25:34.657164,4.89,,0,ML_CONTROL
2026-08-28 17:25:39.660038,4.6,,0,ML_CONTROL
2026-08-28 17:25:44.664030,5.49,,0,ML_CONTROL
2026-08-28 17:25:49.665854,5.78,,0,ML_CONTROL
2026-08-28 17:25:54.665392,4.69,,0,ML_CONTROL
2026-08-28 17:25:59.669049,4.62,,0,ML_CONTROL
2026-08-28 17:26:04.676393,5.57,,0,ML_CONTROL
2026-08-28 17:26:09.670287,4.58,,0,ML_CONTROL
2026-08-28 17:26:14.674141,4.39,,0,ML_CONTROL
2026-08-28 17:26:19.674147,5.45,,0,ML_CONTROL
2026-08-28 17:26:24.678146,4.07,,0,ML_CONTROL
2026-08-28 17:26:29.680115,4.74,,0,ML_CONTROL
2026-08-28 17:26:34.681050,4.24,,0,ML_CONTROL
2026-08-28 17:26:39.685066,4.6,,0,ML_CONTROL
2026-08-28 17:26:44.685754,5.11,,0,ML_CONTROL
2026-08-28 17:26:49.685475,5.08,,0,ML_CONTROL
2026-08-28 17:26:54.689272,5.3,,0,ML_CONTROL
2026-08-28 17:26:59.689383,4.29,,0,ML_CONTROL
2026-08-28 17:27:04.692570,5.35,,0,ML_CONTROL
2026-08-28 17:27:09.693685,4.33,,0,ML_CONTROL
2026-08-28 17:27:14.695042,4.33,,0,ML_CONTROL
2026-08-28 17:27:19.693797,5.68,,0,ML_CONTROL
2026-08-28 17:27:24.694946,5.15,,0,ML_CONTROL
2026-08-28 17:27:29.699030,5.4,,0,ML_CONTROL
2026-08-28 17:27:34.700167,5.67,,0,ML_CONTROL
2026-08-28 17:27:39.701126,5.23,,0,ML_CONTROL
2026-08-28 17:27:44.705543,5.81,,0,ML_CONTROL
2026-08-28 17:27:49.705176,4.75,,0,ML_CONTROL
2026-08-28 17:27:54.710073,6.0,,0,ML_CONTROL
2026-08-28 17:27:59.711062,4.04,,0,ML_CONTROL
2026-08-28 17:28:04.712023,5.8,,0,ML_CONTROL
2026-08-28 17:28:09.715953,4.15,,0,ML_CONTROL
2026-08-28 17:28:14.716081,5.76,,0,ML_CONTROL
2026-08-28 17:28:19.716916,4.38,,0,ML_CONTROL
2026-08-28 17:28:24.720005,4.7,,0,ML_CONTROL
2026-08-28 17:28:29.720004,4.71,,0,ML_CONTROL
2026-08-28 17:28:34.724089,5.76,,0,ML_CONTROL
2026-08-28 17:28:39.726069,4.27,,0,ML_CONTROL
2026-08-28 17:28:44.726082,4.23,,0,ML_CONTROL
2026-08-28 17:28:49.726814,5.81,,0,ML_CONTROL
2026-08-28 17:28:54.729036,4.33,,0,ML_CONTROL
2026-08-28 17:28:59.729228,4.3,,0,ML_CONTROL
2026-08-28 17:29:04.776537,5.41,,0,ML_CONTROL
2026-08-28 17:29:09.733021,5.51,,0,ML_CONTROL
2026-08-28 17:29:14.737608,5.25,,0,ML_CONTROL
2026-08-28 17:29:19.737308,5.13,,0,ML_CONTROL
2026-08-28 17:29:24.738033,5.92,,0,ML_CONTROL
2026-08-28 17:29:29.742047,4.26,,0,ML_CONTROL
2026-08-28 17:29:34.742236,4.69,,0,ML_CONTROL
2026-08-28 17:29:39.746950,4.22,,0,ML_CONTROL
2026-08-28 17:29:44.748025,5.2,,0,ML_CONTROL
2026-08-28 17:29:49.748264,4.39,,0,ML_CONTROL
2026-08-28 17:29:54.752058,4.07,,0,ML_CONTROL
2026-08-28 17:29:59.752272,4.73,,0,ML_CONTROL
2026-08-28 17:30:04.823138,5.56,,0,ML_CONTROL
2026-08-28 17:30:09.756051,5.38,,0,ML_CONTROL
2026-08-28 17:30:14.756235,5.36,,0,ML_CONTROL
2026-08-28 17:30:19.756834,4.81,,0,ML_CONTROL
2026-08-28 17:30:24.756976,5.58,,0,ML_CONTROL
2026-08-28 17:30:29.757016,4.64,,0,ML_CONTROL
2026-08-28 17:30:34.757912,4.61,,0,ML_CONTROL
2026-08-28 17:30:39.758197,5.72,,0,ML_CONTROL
2026-08-28 17:30:44.758788,6.0,,0,ML_CONTROL
2026-08-28 17:30:49.758365,4.15,,0,ML_CONTROL
2026-08-28 17:30:54.758973,4.14,,0,ML_CONTROL
2026-08-28 17:30:59.759925,5.64,,0,ML_CONTROL
2026-08-28 17:31:04.760945,4.18,,0,ML_CONTROL
2026-08-28 17:31:09.760927,4.18,,0,ML_CONTROL
2026-08-28 17:31:14.763045,4.71,,0,ML_CONTROL
2026-08-28 17:31:19.763006,4.26,,0,ML_CONTROL
2026-08-28 17:31:24.764086,4.03,,0,ML_CONTROL
2026-08-28 17:31:29.797284,4.23,,0,ML_CONTROL
2026-08-28 17:31:34.765986,5.95,,0,ML_CONTROL
2026-08-28 17:31:39.766411,5.24,,0,ML_CONTROL
2026-08-28 17:31:44.767100,5.26,,0,ML_CONTROL
2026-08-28 17:31:49.767854,4.85,,0,ML_CONTROL
2026-08-28 17:31:54.767334,4.68,,0,ML_CONTROL
2026-08-28 17:31:59.769119,4.42,,0,ML_CONTROL
2026-08-28 17:32:04.774185,5.6,,0,ML_CONTROL
2026-08-28 17:32:09.775037,5.8,,0,ML_CONTROL
2026-08-28 17:32:14.774936,4.63,,0,ML_CONTROL
2026-08-28 17:32:19.774215,4.56,,0,ML_CONTROL
2026-08-28 17:32:24.776811,5.14,,0,ML_CONTROL
2026-08-28 17:32:29.780681,4.81,,0,ML_CONTROL
2026-08-28 17:32:34.783187,4.56,,0,ML_CONTROL
2026-08-28 17:32:39.785398,4.06,,0,ML_CONTROL
2026-08-28 17:32:44.789000,4.62,,0,ML_CONTROL
2026-08-28 17:32:49.790508,5.26,,0,ML_CONTROL
2026-08-28 17:32:54.789532,5.72,,0,ML_CONTROL
2026-08-28 17:32:59.793044,5.28,,0,ML_CONTROL
2026-08-28 17:33:04.793987,5.21,,0,ML_CONTROL
2026-08-28 17:33:09.798974,5.24,,0,ML_CONTROL
2026-08-28 17:33:14.803052,4.48,,0,ML_CONTROL
2026-08-28 17:33:19.803159,4.07,,0,ML_CONTROL
2026-08-28 17:33:24.804594,5.16,,0,ML_CONTROL
2026-08-28 17:33:29.807050,4.39,,0,ML_CONTROL
2026-08-28 17:33:34.810944,4.22,,0,ML_CONTROL
2026-08-28 17:33:39.811643,5.43,,0,ML_CONTROL
2026-08-28 17:33:44.811898,4.1,,0,ML_CONTROL
2026-08-28 17:33:49.814040,5.32,,0,ML_CONTROL
2026-08-28 17:33:54.815950,4.57,,0,ML_CONTROL
2026-08-28 17:33:59.816476,5.17,,0,ML_CONTROL
2026-08-28 17:34:04.817155,4.92,,0,ML_CONTROL
2026-08-28 17:34:09.818040,5.48,,0,ML_CONTROL
2026-08-28 17:34:14.828042,4.08,,0,ML_CONTROL
2026-08-28 17:34:19.820326,5.12,,0,ML_CONTROL
2026-08-28 17:34:24.821033,5.05,,0,ML_CONTROL
2026-08-28 17:34:29.825009,5.06,,0,ML_CONTROL
2026-08-28 17:34:34.826002,5.69,,0,ML_CONTROL
2026-08-28 17:34:39.830003,5.07,,0,ML_CONTROL
2026-08-28 17:34:44.841562,5.26,,0,ML_CONTROL
2026-08-28 17:34:49.832372,4.73,,0,ML_CONTROL
2026-08-28 17:34:54.836880,4.66,,0,ML_CONTROL
2026-08-28 17:34:59.838253,5.68,,0,ML_CONTROL
2026-08-28 17:35:04.838703,5.1,,0,ML_CONTROL
2026-08-28 17:35:09.843072,5.38,,0,ML_CONTROL
2026-08-28 17:35:14.845053,4.32,,0,ML_CONTROL
2026-08-28 17:35:19.845291,4.42,,0,ML_CONTROL
2026-08-28 17:35:24.850214,4.08,,0,ML_CONTROL
2026-08-28 17:35:29.850060,5.24,,0,ML_CONTROL
2026-08-28 17:35:34.855192,5.93,,0,ML_CONTROL
2026-08-28 17:35:39.855099,5.42,,0,ML_CONTROL
2026-08-28 17:35:44.871482,5.09,,0,ML_CONTROL
2026-08-28 17:35:49.871308,5.85,,0,ML_CONTROL
2026-08-28 17:35:54.871908,4.57,,0,ML_CONTROL
2026-08-28 17:35:59.874916,5.25,,0,ML_CONTROL
2026-08-28 17:36:04.923221,4.67,,0,ML_CONTROL
2026-08-28 17:36:09.878486,4.92,,0,ML_CONTROL
2026-08-28 17:36:14.882079,5.03,,0,ML_CONTROL
2026-08-28 17:36:19.882265,5.64,,0,ML_CONTROL
2026-08-28 17:36:24.887504,4.29,,0,ML_CONTROL
2026-08-28 17:36:29.888270,5.97,,0,ML_CONTROL
2026-08-28 17:36:34.888996,6.0,,0,ML_CONTROL
2026-08-28 17:36:39.893027,5.35,,0,ML_CONTROL
2026-08-28 17:36:44.892984,4.97,,0,ML_CONTROL
2026-08-28 17:36:49.893315,5.43,,0,ML_CONTROL
2026-08-28 17:36:54.896924,4.2,,0,ML_CONTROL
2026-08-28 17:36:59.897032,5.59,,0,ML_CONTROL
2026-08-28 17:37:04.901281,4.63,,0,ML_CONTROL
2026-08-28 17:37:09.902003,4.34,,0,ML_CONTROL
2026-08-28 17:37:14.902296,4.24,,0,ML_CONTROL
2026-08-28 17:37:19.902664,5.82,,0,ML_CONTROL
2026-08-28 17:37:24.902710,5.99,,0,ML_CONTROL
2026-08-28 17:37:29.909832,5.69,,0,ML_CONTROL
2026-08-28 17:37:34.909909,5.88,,0,ML_CONTROL
2026-08-28 17:37:39.913035,5.26,,0,ML_CONTROL
2026-08-28 17:37:44.917318,5.81,,0,ML_CONTROL
2026-08-28 17:37:49.917372,5.58,,0,ML_CONTROL
2026-08-28 17:37:54.920903,5.84,,0,ML_CONTROL
2026-08-28 17:37:59.922913,5.89,,0,ML_CONTROL
2026-08-28 17:38:04.924228,4.99,,0,ML_CONTROL
2026-08-28 17:38:09.928955,4.77,,0,ML_CONTROL
2026-08-28 17:38:14.931126,4.81,,0,ML_CONTROL
2026-08-28 17:38:19.931404,5.64,,0,ML_CONTROL
2026-08-28 17:38:24.935255,5.31,,0,ML_CONTROL
2026-08-28 17:38:29.939237,5.84,,0,ML_CONTROL
2026-08-28 17:38:34.941018,5.88,,0,ML_CONTROL
2026-08-28 17:38:39.946387,5.1,,0,ML_CONTROL
2026-08-28 17:38:44.947281,4.26,,0,ML_CONTROL
2026-08-28 17:38:49.947297,5.23,,0,ML_CONTROL
2026-08-28 17:38:54.950341,5.8,,0,ML_CONTROL
2026-08-28 17:38:59.953976,5.19,,0,ML_CONTROL
2026-08-28 17:39:04.955857,4.34,,0,ML_CONTROL
2026-08-28 17:39:09.960008,4.62,,0,ML_CONTROL
2026-08-28 17:39:14.962014,4.1,,0,ML_CONTROL
2026-08-28 17:39:19.962302,4.74,,0,ML_CONTROL
2026-08-28 17:39:24.966939,5.9,,0,ML_CONTROL
2026-08-28 17:39:29.969236,4.15,,0,ML_CONTROL
2026-08-28 17:39:34.969901,4.75,,0,ML_CONTROL
2026-08-28 17:39:39.975039,5.49,,0,ML_CONTROL
2026-08-28 17:39:44.976035,4.61,,0,ML_CONTROL
2026-08-28 17:39:49.978766,5.31,,0,ML_CONTROL
2026-08-28 17:39:54.980021,4.27,,0,ML_CONTROL
2026-08-28 17:39:59.985029,5.79,,0,ML_CONTROL
2026-08-28 17:40:04.987031,5.92,,0,ML_CONTROL
2026-08-28 17:40:09.991941,4.33,,0,ML_CONTROL
2026-08-28 17:40:14.994043,5.56,,0,ML_CONTROL
2026-08-28 17:40:19.995224,5.77,,0,ML_CONTROL
2026-08-28 17:40:24.999217,5.01,,0,ML_CONTROL
2026-08-28 17:40:30.002952,5.64,,0,ML_CONTROL
2026-08-28 17:40:35.002132,5.65,,0,ML_CONTROL
2026-08-28 17:40:40.006285,5.48,,0,ML_CONTROL
2026-08-28 17:40:45.009016,5.78,,0,ML_CONTROL
2026-08-28 17:40:50.010074,5.19,,0,ML_CONTROL
2026-08-28 17:40:55.013977,5.14,,0,ML_CONTROL
2026-08-28 17:41:00.015892,4.57,,0,ML_CONTROL
2026-08-28 17:41:05.016743,4.97,,0,ML_CONTROL
2026-08-28 17:41:10.019033,4.98,,0,ML_CONTROL
2026-08-28 17:41:15.022003,5.98,,0,ML_CONTROL
2026-08-28 17:41:20.022320,5.24,,0,ML_CONTROL
2026-08-28 17:41:25.022947,4.48,,0,ML_CONTROL
2026-08-28 17:41:30.023668,5.48,,0,ML_CONTROL
2026-08-28 17:41:35.023149,4.9,,0,ML_CONTROL
2026-08-28 17:41:40.025901,5.82,,0,ML_CONTROL
2026-08-28 17:41:45.030997,5.39,,0,ML_CONTROL
2026-08-28 17:41:50.032974,5.75,,0,ML_CONTROL
2026-08-28 17:41:55.037867,5.69,,0,ML_CONTROL
2026-08-28 17:42:00.039951,5.42,,0,ML_CONTROL
2026-08-28 17:42:05.045342,4.09,,0,ML_CONTROL
2026-08-28 17:42:10.048310,5.08,,0,ML_CONTROL
2026-08-28 17:42:15.058701,4.27,,0,ML_CONTROL
2026-08-28 17:42:20.053523,4.73,,0,ML_CONTROL
2026-08-28 17:42:25.058050,5.25,,0,ML_CONTROL
2026-08-28 17:42:30.059038,4.33,,0,ML_CONTROL
2026-08-28 17:42:35.062915,5.51,,0,ML_CONTROL
2026-08-28 17:42:40.065838,5.41,,0,ML_CONTROL
2026-08-28 17:42:45.070380,5.94,,0,ML_CONTROL
2026-08-28 17:42:50.071217,5.88,,0,ML_CONTROL
2026-08-28 17:42:55.074991,5.53,,0,ML_CONTROL
2026-08-28 17:43:00.075018,4.32,,0,ML_CONTROL
2026-08-28 17:43:05.076556,4.41,,0,ML_CONTROL
2026-08-28 17:43:10.079896,5.16,,0,ML_CONTROL
2026-08-28 17:43:15.084137,4.77,,0,ML_CONTROL
2026-08-28 17:43:20.084399,5.63,,0,ML_CONTROL
2026-08-28 17:43:25.088886,5.5,,0,ML_CONTROL
2026-08-28 17:43:30.090920,4.16,,0,ML_CONTROL
2026-08-28 17:43:35.094991,4.88,,0,ML_CONTROL
2026-08-28 17:43:40.097910,5.34,,0,ML_CONTROL
2026-08-28 17:43:45.100919,4.52,,0,ML_CONTROL
2026-08-28 17:43:50.101483,4.02,,0,ML_CONTROL
2026-08-28 17:43:55.106420,5.75,,0,ML_CONTROL
2026-08-28 17:44:00.108185,4.91,,0,ML_CONTROL
2026-08-28 17:44:05.112945,4.92,,0,ML_CONTROL
2026-08-28 17:44:10.114364,5.37,,0,ML_CONTROL
2026-08-28 17:44:15.118020,4.73,,0,ML_CONTROL
2026-08-28 17:44:20.157994,4.92,,0,ML_CONTROL
2026-08-28 17:44:25.120370,4.67,,0,ML_CONTROL
2026-08-28 17:44:30.126034,5.82,,0,ML_CONTROL
2026-08-28 17:44:35.128989,4.45,,0,ML_CONTROL
2026-08-28 17:44:40.133411,4.06,,0,ML_CONTROL
2026-08-28 17:44:45.134795,4.45,,0,ML_CONTROL
2026-08-28 17:44:50.134464,4.52,,0,ML_CONTROL
2026-08-28 17:44:55.139032,5.88,,0,ML_CONTROL
2026-08-28 17:45:00.138944,5.62,,0,ML_CONTROL
2026-08-28 17:45:05.142875,5.42,,0,ML_CONTROL
2026-08-28 17:45:10.146852,5.69,,0,ML_CONTROL
2026-08-28 17:45:15.149919,5.51,,0,ML_CONTROL
2026-08-28 17:45:20.152030,5.12,,0,ML_CONTROL
2026-08-28 17:45:25.154926,4.51,,0,ML_CONTROL
2026-08-28 17:45:30.156004,4.95,,0,ML_CONTROL
2026-08-28 17:45:35.159869,4.7,,0,ML_CONTROL
2026-08-28 17:45:40.163838,5.9,,0,ML_CONTROL
2026-08-28 17:45:45.167909,4.6,,0,ML_CONTROL
2026-08-28 17:45:50.168447,4.38,,0,ML_CONTROL
2026-08-28 17:45:55.172916,5.36,,0,ML_CONTROL
2026-08-28 17:46:00.174376,4.23,,0,ML_CONTROL
2026-08-28 17:46:05.179412,5.64,,0,ML_CONTROL
2026-08-28 17:46:10.181901,4.89,,0,ML_CONTROL
2026-08-28 17:46:15.185884,5.94,,0,ML_CONTROL
2026-08-28 17:46:20.186545,4.12,,0,ML_CONTROL
2026-08-28 17:46:25.190482,5.66,,0,ML_CONTROL
2026-08-28 17:46:30.193026,4.8,,0,ML_CONTROL
2026-08-28 17:46:35.196900,5.16,,0,ML_CONTROL
2026-08-28 17:46:40.198045,4.51,,0,ML_CONTROL
2026-08-28 17:46:45.202852,5.85,,0,ML_CONTROL
2026-08-28 17:46:50.203866,4.53,,0,ML_CONTROL
2026-08-28 17:46:55.209480,5.11,,0,ML_CONTROL
2026-08-28 17:47:00.211281,4.38,,0,ML_CONTROL
2026-08-28 17:47:05.215835,4.13,,0,ML_CONTROL
2026-08-28 17:47:10.217873,5.73,,0,ML_CONTROL
2026-08-28 17:47:15.224382,4.4,,0,ML_CONTROL
2026-08-28 17:47:20.223596,4.08,,0,ML_CONTROL
2026-08-28 17:47:25.228029,4.84,,0,ML_CONTROL
2026-08-28 17:47:30.229936,4.49,,0,ML_CONTROL
2026-08-28 17:47:35.233924,4.28,,0,ML_CONTROL
2026-08-28 17:47:40.238051,5.64,,0,ML_CONTROL
2026-08-28 17:47:45.241005,5.02,,0,ML_CONTROL
2026-08-28 17:47:50.241548,5.84,,0,ML_CONTROL
2026-08-28 17:47:55.246127,4.69,,0,ML_CONTROL
2026-08-28 17:48:00.247797,4.91,,0,ML_CONTROL
2026-08-28 17:48:05.253231,5.39,,0,ML_CONTROL
2026-08-28 17:48:10.254865,4.18,,0,ML_CONTROL
2026-08-28 17:48:15.259837,4.75,,0,ML_CONTROL
2026-08-28 17:48:20.260074,5.3,,0,ML_CONTROL
2026-08-28 17:48:25.264940,4.48,,0,ML_CONTROL
2026-08-28 17:48:30.265100,5.17,,0,ML_CONTROL
2026-08-28 17:48:35.269019,4.25,,0,ML_CONTROL
2026-08-28 17:48:40.271891,5.12,,0,ML_CONTROL
2026-08-28 17:48:45.275949,4.23,,0,ML_CONTROL
2026-08-28 17:48:50.276924,5.9,,0,ML_CONTROL
2026-08-28 17:48:55.282587,5.07,,0,ML_CONTROL
2026-08-28 17:49:00.283893,5.2,,0,ML_CONTROL
2026-08-28 17:49:05.288864,5.75,,0,ML_CONTROL
2026-08-28 17:49:10.290935,4.87,,0,ML_CONTROL
2026-08-28 17:49:15.296037,5.26,,0,ML_CONTROL
2026-08-28 17:49:20.296906,5.21,,0,ML_CONTROL
2026-08-28 17:49:25.301864,4.75,,0,ML_CONTROL
2026-08-28 17:49:30.304335,4.51,,0,ML_CONTROL
2026-08-28 17:49:35.309039,4.31,,0,ML_CONTROL
2026-08-28 17:49:40.309930,5.53,,0,ML_CONTROL
2026-08-28 17:49:45.314878,4.25,,0,ML_CONTROL
2026-08-28 17:49:50.315874,4.51,,0,ML_CONTROL
2026-08-28 17:49:55.320946,4.72,,0,ML_CONTROL
2026-08-28 17:50:00.322937,5.24,,0,ML_CONTROL
2026-08-28 17:50:05.327940,5.2,,0,ML_CONTROL
2026-08-28 17:50:10.332022,5.73,,0,ML_CONTROL
2026-08-28 17:50:15.332226,4.73,,0,ML_CONTROL
2026-08-28 17:50:20.331992,5.78,,0,ML_CONTROL
2026-08-28 17:50:25.336348,4.61,,0,ML_CONTROL
2026-08-28 17:50:30.339007,4.78,,0,ML_CONTROL
2026-08-28 17:50:35.342874,4.0,,0,ML_CONTROL
2026-08-28 17:50:40.345847,4.08,,0,ML_CONTROL
2026-08-28 17:50:45.349979,4.43,,0,ML_CONTROL
2026-08-28 17:50:50.350620,4.23,,0,ML_CONTROL
2026-08-28 17:50:55.355063,4.85,,0,ML_CONTROL
2026-08-28 17:51:00.357225,5.13,,0,ML_CONTROL
2026-08-28 17:51:05.362014,4.53,,0,ML_CONTROL
2026-08-28 17:51:10.364062,4.35,,0,ML_CONTROL
2026-08-28 17:51:15.368923,4.62,,0,ML_CONTROL
2026-08-28 17:51:20.369613,5.34,,0,ML_CONTROL
2026-08-28 17:51:25.374127,5.0,,0,ML_CONTROL
2026-08-28 17:51:30.376022,4.03,,0,ML_CONTROL
2026-08-28 17:51:35.380868,4.41,,0,ML_CONTROL
2026-08-28 17:51:40.381897,4.19,,0,ML_CONTROL
2026-08-28 17:51:45.387248,5.58,,0,ML_CONTROL
2026-08-28 17:51:50.387659,5.89,,0,ML_CONTROL
2026-08-28 17:51:55.392095,5.18,,0,ML_CONTROL
2026-08-28 17:52:00.392266,4.93,,0,ML_CONTROL
2026-08-28 17:52:05.397056,4.9,,0,ML_CONTROL
2026-08-28 17:52:10.399031,4.67,,0,ML_CONTROL
2026-08-28 17:52:15.432422,4.42,,0,ML_CONTROL
2026-08-28 17:52:20.404624,4.03,,0,ML_CONTROL
2026-08-28 17:52:25.409020,5.48,,0,ML_CONTROL
2026-08-28 17:52:30.411877,4.38,,0,ML_CONTROL
2026-08-28 17:52:35.413354,4.04,,0,ML_CONTROL
2026-08-28 17:52:40.417195,5.76,,0,ML_CONTROL
2026-08-28 17:52:45.420478,5.62,,0,ML_CONTROL
2026-08-28 17:52:50.420817,4.41,,0,ML_CONTROL
2026-08-28 17:52:55.424952,5.37,,0,ML_CONTROL
2026-08-28 17:53:00.427916,5.51,,0,ML_CONTROL
2026-08-28 17:53:05.430243,5.28,,0,ML_CONTROL
2026-08-28 17:53:10.435474,5.81,,0,ML_CONTROL
2026-08-28 17:53:15.436827,5.88,,0,ML_CONTROL
2026-08-28 17:53:20.437860,5.89,,0,ML_CONTROL
2026-08-28 17:53:25.442896,5.77,,0,ML_CONTROL
2026-08-28 17:53:30.444981,4.75,,0,ML_CONTROL
2026-08-28 17:53:35.450003,5.72,,0,ML_CONTROL
2026-08-28 17:53:40.451923,5.03,,0,ML_CONTROL
2026-08-28 17:53:45.457656,4.48,,0,ML_CONTROL
2026-08-28 17:53:50.457706,4.06,,0,ML_CONTROL
2026-08-28 17:53:55.461925,5.25,,0,ML_CONTROL
2026-08-28 17:54:00.463851,4.65,,0,ML_CONTROL
2026-08-28 17:54:05.468171,5.77,,0,ML_CONTROL
2026-08-28 17:54:10.470908,4.34,,0,ML_CONTROL
2026-08-28 17:54:15.474552,5.15,,0,ML_CONTROL
2026-08-28 17:54:20.476106,5.76,,0,ML_CONTROL
2026-08-28 17:54:25.478992,5.17,,0,ML_CONTROL
2026-08-28 17:54:30.483076,5.63,,0,ML_CONTROL
